test,condition,featureset,hours,score,threshold
3rd_test,disp_240Hz_boxcar,dimensionless,547.4031,1.625539,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,547.7364,2.467758,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,548.0697,1.783421,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,548.4031,2.158006,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,548.7364,1.470956,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,549.0697,2.662397,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,549.4031,1.499157,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,549.7364,3.992577,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,550.0697,1.527677,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,550.4031,2.001552,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,550.7364,2.425143,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,551.0697,2.006807,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,551.4031,2.364333,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,551.7364,0.898319,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,552.0697,2.238673,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,552.4031,1.656033,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,552.7364,4.026892,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,553.0697,2.847787,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,553.4031,1.467418,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,553.7364,1.417757,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,554.0697,3.396018,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,554.4031,1.923297,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,554.7364,1.162472,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,555.0697,1.895289,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,555.4031,1.800088,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,555.7364,1.629744,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,556.0697,0.73448,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,556.4031,1.462071,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,556.7364,1.668085,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,557.0697,3.36295,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,557.4031,2.587341,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,557.7364,1.580592,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,558.0697,1.107168,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,558.4031,2.22801,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,558.7364,2.788224,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,559.0697,1.498339,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,559.4031,1.102145,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,559.7364,2.035616,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,560.0697,1.739714,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,560.4031,2.336018,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,560.7364,2.341754,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,561.0697,1.213945,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,561.4031,3.118049,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,561.7364,1.950072,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,562.0697,1.453401,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,562.4031,1.786971,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,562.7364,1.581591,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,563.0697,1.930454,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,563.4031,1.446372,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,563.7364,1.270813,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,564.0697,2.51629,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,564.4031,2.984928,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,564.7364,2.150602,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,565.0697,2.798404,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,565.4031,4.00832,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,565.7364,1.20547,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,566.0697,2.45828,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,566.4031,1.911984,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,566.7364,1.906907,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,567.0697,1.889312,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,567.4031,1.732132,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,567.7364,3.550468,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,568.0697,1.623816,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,568.4031,1.291929,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,568.7364,1.868704,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,569.0697,1.633721,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,569.4031,1.975034,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,569.7364,3.404593,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,570.0697,2.956234,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,570.4031,1.68978,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,570.7364,2.226229,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,571.0697,2.274691,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,571.4031,1.582998,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,571.7364,4.930212,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,572.0697,4.233596,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,572.4031,1.923379,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,572.7364,2.554385,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,573.0697,2.07745,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,573.4031,3.385874,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,573.7364,3.912763,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,574.0697,2.677518,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,574.4031,1.543828,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,574.7364,2.194536,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,575.0697,1.178868,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,575.4031,1.397881,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,575.7364,3.150594,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,576.0697,2.411215,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,576.4031,2.455968,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,576.7364,2.307248,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,577.0697,1.356487,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,577.4031,1.092494,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,577.7364,2.091304,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,578.0697,2.793451,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,578.4031,1.990123,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,578.7364,1.28546,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,579.0697,2.121528,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,579.4031,2.515445,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,579.7364,2.006133,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,580.0697,4.834644,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,580.4031,1.275873,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,580.7364,2.037448,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,581.0697,2.655313,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,581.4031,1.460461,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,581.7364,1.466503,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,582.0697,1.341394,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,582.4031,0.892595,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,582.7364,1.554662,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,583.0697,0.933885,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,583.4031,1.798318,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,583.7364,2.174918,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,584.0697,1.510478,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,584.4031,5.063375,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,584.7364,2.119352,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,585.0697,2.640138,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,585.4031,3.25561,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,585.7364,1.785209,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,586.0697,1.416413,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,586.4031,1.939648,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,586.7364,1.609544,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,587.0697,2.381323,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,587.4031,2.035797,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,587.7364,2.166855,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,588.0697,3.744172,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,588.4031,2.058686,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,588.7364,2.499039,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,589.0697,1.254362,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,589.4031,1.692882,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,589.7364,1.376224,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,590.0697,2.282036,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,590.4031,3.557734,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,590.7364,2.765063,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,591.0697,1.717065,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,591.4031,2.190514,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,591.7364,1.335077,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,592.0697,1.311764,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,592.4031,2.412007,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,592.7364,1.518716,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,593.0697,2.209798,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,593.4031,5.314587,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,593.7364,2.080152,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,594.0697,3.394033,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,594.4031,4.066471,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,594.7364,1.84802,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,595.0697,1.819339,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,595.4031,1.914413,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,595.7364,1.388995,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,596.0697,2.680371,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,596.4031,2.269811,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,596.7364,1.430768,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,597.0697,1.751025,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,597.4031,1.603831,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,597.7364,2.529737,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,598.0697,1.585588,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,598.4031,1.825411,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,598.7364,1.433463,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,599.0697,1.633308,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,599.4031,1.676978,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,599.7364,1.574289,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,600.0697,3.440923,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,600.4031,2.738675,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,600.7364,1.709159,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,601.0697,0.566359,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,601.4031,1.764088,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,601.7364,2.284378,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,602.0697,2.023385,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,602.4031,2.035196,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,602.7364,1.976988,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,603.0697,2.049995,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,603.4031,1.554142,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,603.7364,1.834547,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,604.0697,2.489129,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,604.4031,4.629441,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,604.7364,2.389372,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,605.0697,2.328304,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,605.4031,1.217773,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,605.7364,1.834291,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,606.0697,1.472527,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,606.4031,1.70922,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,606.7364,6.518424,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,607.0697,6.970443,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,607.4031,1.046775,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,607.7364,1.876217,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,608.0697,4.036949,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,608.4031,1.967912,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,608.7364,1.455507,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,609.0697,1.690589,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,609.4031,1.59329,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,609.7364,1.669525,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,610.0697,4.242236,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,610.4031,1.788036,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,610.7364,2.110249,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,611.0697,0.742572,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,611.4031,3.076988,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,611.7364,1.193608,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,612.0697,6.327475,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,612.4031,2.245584,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,612.7364,2.17586,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,613.0697,1.870907,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,613.4031,2.432052,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,613.7364,1.952884,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,614.0697,1.778668,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,614.4031,2.347502,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,614.7364,2.744974,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,615.0697,1.923114,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,615.4031,1.181362,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,615.7364,3.272837,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,616.0697,1.719251,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,616.4031,4.097728,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,616.7364,1.961906,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,617.0697,2.699503,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,617.4031,1.547543,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,617.7364,1.685262,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,618.0697,1.24051,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,618.4031,2.010621,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,618.7364,1.515969,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,619.0697,2.190719,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,619.4031,1.185077,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,619.7364,2.257272,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,620.0697,2.442275,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,620.4031,1.320359,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,620.7364,2.26014,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,621.0697,1.357564,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,621.4031,1.467816,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,621.7364,2.238586,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,622.0697,1.223321,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,622.4031,1.945074,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,622.7364,2.267381,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,623.0697,3.104726,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,623.4031,1.895657,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,623.7364,2.163187,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,624.0697,1.550209,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,624.4031,1.236973,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,624.7364,2.61265,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,625.0697,1.796802,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,625.4031,1.440165,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,625.7364,1.82283,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,626.0697,5.955772,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,626.4031,0.930631,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,626.7364,2.169869,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,627.0697,2.07489,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,627.4031,1.072315,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,627.7364,1.372335,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,628.0697,1.207583,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,628.4031,1.72962,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,628.7364,3.8406,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,629.0697,1.741549,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,629.4031,1.896235,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,629.7364,2.458585,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,630.0697,1.598266,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,630.4031,1.639804,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,630.7364,1.265533,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,631.0697,2.937526,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,631.4031,2.050452,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,631.7364,1.226068,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,632.0697,2.298085,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,632.4031,2.106924,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,632.7364,1.436767,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,633.0697,1.79249,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,633.4031,1.503471,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,633.7364,2.127225,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,634.0697,3.183798,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,634.4031,4.255596,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,634.7364,1.559593,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,635.0697,1.915343,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,635.4031,1.649754,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,635.7364,1.550379,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,636.0697,3.836711,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,636.4031,2.148477,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,636.7364,2.51459,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,637.0697,1.545001,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,637.4031,1.867675,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,637.7364,2.162915,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,638.0697,1.79482,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,638.4031,4.20444,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,638.7364,1.152865,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,639.0697,4.160869,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,639.4031,3.563219,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,639.7364,1.48228,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,640.0697,2.038161,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,640.4031,0.937444,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,640.7364,1.218325,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,641.0697,2.724862,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,641.4031,1.878478,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,641.7364,5.1442,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,642.0697,1.207382,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,642.4031,3.433328,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,642.7364,2.721384,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,643.0697,1.394358,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,643.4031,1.027558,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,643.7364,1.43026,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,644.0697,2.069009,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,644.4031,2.028091,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,644.7364,1.351735,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,645.0697,2.087016,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,645.4031,1.418971,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,645.7364,1.338613,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,646.0697,3.637714,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,646.4031,4.052503,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,646.7364,1.49538,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,647.0697,1.578316,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,647.4031,1.343653,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,647.7364,2.980662,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,648.0697,1.056508,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,648.4031,1.865415,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,648.7364,1.381677,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,649.0697,2.455389,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,649.4031,2.645957,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,649.7364,2.075597,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,650.0697,1.460534,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,650.4031,2.013604,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,650.7364,1.750912,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,651.0697,2.796112,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,651.4031,2.496384,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,651.7364,4.640309,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,652.0697,2.627502,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,652.4031,1.423005,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,652.7364,3.094417,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,653.0697,3.443142,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,653.4031,1.496783,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,653.7364,0.915062,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,654.0697,2.930123,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,654.4031,1.826016,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,654.7364,2.200089,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,655.0697,3.009555,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,655.4031,4.665599,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,655.7364,2.729713,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,656.0697,2.135596,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,656.4031,2.180283,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,656.7364,1.088211,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,657.0697,1.615232,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,657.4031,2.429874,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,657.7364,2.36071,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,658.0697,1.796128,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,658.4031,2.836453,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,658.7364,2.34049,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,659.0697,1.318961,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,659.4031,1.767957,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,659.7364,1.951074,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,660.0697,2.752518,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,660.4031,2.849106,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,660.7364,2.666768,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,661.0697,2.9618,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,661.4031,1.161008,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,661.7364,2.306944,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,662.0697,1.755164,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,662.4031,0.886518,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,662.7364,1.889514,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,663.0697,3.005035,5.887474
3rd_test,disp_240Hz_boxcar,dimensionless,663.4031,7.936606,5.887474
